name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.6931471805599453,0.82
2_DecisionTree,Decision Tree,logloss,1.952634408665375,7.16
3_Linear,Linear,logloss,0.6890411538710169,5.46
4_Default_Xgboost,Xgboost,logloss,0.1326091642025858,12.37
5_Default_NeuralNetwork,Neural Network,logloss,0.7210235960324812,4.45
6_Default_RandomForest,Random Forest,logloss,0.6931471805599452,6.17
Ensemble,Ensemble,logloss,0.13260915819555522,0.24
