0,0.666544,0.678316
1,0.652774,0.667094
2,0.640213,0.656839
3,0.628734,0.64745
4,0.618227,0.638839
5,0.608594,0.63093
6,0.599751,0.623653
7,0.591621,0.616947
8,0.584136,0.61076
9,0.577239,0.605043
10,0.570875,0.599753
11,0.564996,0.594853
12,0.559559,0.590307
13,0.554527,0.586085
14,0.549865,0.582159
15,0.545578,0.579906
16,0.541645,0.578031
17,0.538037,0.576496
18,0.534723,0.575264
19,0.531679,0.574303
20,0.527504,0.576628
21,0.524845,0.57601
22,0.522241,0.573551
23,0.519695,0.572961
24,0.507061,0.569439
25,0.504568,0.566647
26,0.502316,0.566282
27,0.499927,0.563578
28,0.497754,0.563224
29,0.495459,0.560603
30,0.493359,0.560259
31,0.491152,0.557716
32,0.489119,0.557381
33,0.486991,0.554912
34,0.485022,0.554586
35,0.482967,0.552186
36,0.481056,0.55187
37,0.479071,0.549535
38,0.477215,0.549228
39,0.475294,0.546955
40,0.473489,0.546657
41,0.471629,0.544444
42,0.469874,0.544155
43,0.46807,0.541999
44,0.466362,0.541719
45,0.464613,0.539617
46,0.462949,0.539346
47,0.461251,0.537295
48,0.45963,0.537034
49,0.45798,0.535033
50,0.456401,0.534781
51,0.454798,0.532828
52,0.453258,0.532586
53,0.451699,0.530679
54,0.450197,0.530446
55,0.448681,0.528583
56,0.447216,0.52836
57,0.445741,0.526539
58,0.444312,0.526327
59,0.442875,0.524546
60,0.441481,0.524344
61,0.440086,0.523528
62,0.438723,0.523353
63,0.437361,0.521596
64,0.43603,0.52143
65,0.434703,0.519711
66,0.433405,0.519555
67,0.432112,0.517874
68,0.430844,0.517727
69,0.429586,0.516932
70,0.428346,0.516811
71,0.426234,0.513229
72,0.425104,0.513195
73,0.423809,0.511274
74,0.422701,0.511241
75,0.421444,0.509376
76,0.420358,0.509345
77,0.419136,0.507533
78,0.417237,0.504099
79,0.416181,0.504056
80,0.414996,0.502171
81,0.413962,0.502131
82,0.41281,0.500302
83,0.41108,0.497036
84,0.410072,0.496985
85,0.408951,0.495093
86,0.407964,0.495046
87,0.406875,0.493214
88,0.405287,0.490094
89,0.404323,0.490037
90,0.40326,0.48815
91,0.402316,0.488098
92,0.401283,0.486273
93,0.399816,0.48328
